protein,type,meas,coef,wald,fdr
DLAT,-2.0,5.0,-3.59512997834,1.45781187636e-06,1.9155382192966669e-05
PAAF1,2.0,16.0,2.01618614537,1.50440692367e-06,1.9707730700092622e-05
ARHGEF1,2.0,5.0,3.5893644627,1.53510973756e-06,2.0049182463600592e-05
SYPL1,2.0,14.0,2.21252818925,1.57420685067e-06,2.0375138369597929e-05
PDIA6,2.0,6.0,3.32196844655,1.56530285533e-06,2.0375138369597929e-05
PPCS,2.0,17.0,2.04446075114,1.57054182494e-06,2.0375138369597929e-05
PSMF1,2.0,17.0,2.0269123117,1.60169432325e-06,2.066902853549296e-05
ANKRD54,2.0,5.0,3.52900861513,1.60798168985e-06,2.0688407277504259e-05
RNF114,2.0,20.0,1.86296453682,1.62523843352e-06,2.0848385009278027e-05
INPP5B,2.0,21.0,1.7918352584,1.65312221997e-06,2.1143335375565133e-05
PGM2L1,2.0,20.0,1.8899565317,1.68827233799e-06,2.1529207425215574e-05
EMD,2.0,15.0,2.14500090591,1.78403652108e-06,2.2683499648868679e-05
TBL1XR1,2.0,55.0,1.26138636604,1.81386247818e-06,2.2995095287893531e-05
OLA1,2.0,10.0,2.5462074535,1.8477500814e-06,2.3356209362317658e-05
UNK,2.0,19.0,1.86991522365,1.88446654601e-06,2.3750871365582951e-05
TPD52,2.0,33.0,1.45934703484,1.89849254646e-06,2.3858090925402706e-05
VCPIP1,2.0,24.0,1.68091942705,1.92103139302e-06,2.4071358585536146e-05
ZC3HAV1L,2.0,26.0,1.64014515855,1.93346114224e-06,2.4157088202034271e-05
SYNGR2,2.0,12.0,2.3270394813,1.94777890964e-06,2.4265845032723943e-05
CLNS1A,2.0,27.0,1.60157442295,1.96886259327e-06,2.445802583534556e-05
DNAJC11,2.0,6.0,3.25347453088,2.00930823492e-06,2.4888938394166804e-05
GIT1,2.0,7.0,3.02406417897,2.03200884105e-06,2.5098212056768157e-05
RB1CC1,2.0,21.0,1.77479660668,2.1019589795e-06,2.5888229824398949e-05
SUGP2,2.0,19.0,1.90801862176,2.24164344588e-06,2.7530183569721529e-05
ATP6V1C1,2.0,60.0,1.15853894378,2.37630705666e-06,2.9101346759017677e-05
PLEKHA2,2.0,14.0,2.13222606255,2.40083772511e-06,2.9318704761718073e-05
VKORC1L1,2.0,8.0,2.82996831336,2.40782774736e-06,2.9321237610754226e-05
DUSP23,2.0,20.0,1.84408179047,2.4474195977e-06,2.9636400338483025e-05
UCHL5,2.0,20.0,1.85372837858,2.44429319451e-06,2.9636400338483025e-05
ZFAND6,2.0,10.0,2.50220075941,2.48083127115e-06,2.9957077053559156e-05
PNPLA6,2.0,7.0,3.00058838233,2.50378780683e-06,3.0150068771334494e-05
FKBP8,2.0,15.0,2.1362330307,2.73512023859e-06,3.2844235531711836e-05
DCAF7,2.0,17.0,1.98513315497,2.75898881497e-06,3.294781394226116e-05
TRMT1L,2.0,21.0,1.74756400513,2.75882251943e-06,3.294781394226116e-05
MTMR3,2.0,5.0,3.30819904983,2.78781469516e-06,3.3200338642320505e-05
CDC37L1,2.0,8.0,2.70974803027,2.88538680176e-06,3.4174046969902958e-05
ADSS,2.0,23.0,1.69964483971,2.8788092324e-06,3.4174046969902958e-05
ARAP1,2.0,20.0,1.79547516243,3.01949582006e-06,3.5664700628709667e-05
HAGH,2.0,5.0,3.51738538862,3.03940755712e-06,3.5802067764106271e-05
ALDH5A1,2.0,24.0,1.66896632615,3.05624253432e-06,3.5902544771360099e-05
RNPEP,2.0,24.0,1.6578270343,3.13571115391e-06,3.6736258315328812e-05
PTPN9,2.0,6.0,3.1978071607,3.24990219759e-06,3.7971154595047443e-05
TIPRL,2.0,17.0,1.96940897985,3.31937748428e-06,3.8678352734656653e-05
MED29,2.0,19.0,1.86298262092,3.42122855305e-06,3.9757986652775512e-05
P4HB,2.0,15.0,2.04856871942,3.43439382706e-06,3.9803979931312674e-05
SEC24C,2.0,11.0,2.40914039539,3.54833743236e-06,4.1014606203461713e-05
FOXK2,2.0,13.0,2.12845268082,3.60577709116e-06,4.1567398306835577e-05
PRKCI,2.0,52.0,1.26710771048,3.62361115458e-06,4.1661891013980784e-05
UPF1,2.0,17.0,1.96199149465,3.69093555667e-06,4.2323380401791407e-05
EPPK1,2.0,83.0,1.0552385253,3.80121840967e-06,4.347266451063946e-05
RBM42,2.0,17.0,1.95699044601,3.83675112311e-06,4.3763258852777836e-05
FAM32A,2.0,18.0,1.89876787835,3.92121767153e-06,4.4609010510601171e-05
ENSA,2.0,36.0,1.37768799481,3.97692798444e-06,4.5124041146259289e-05
TWISTNB,2.0,6.0,3.18316947791,4.01280330626e-06,4.5411907573235385e-05
OSBPL2,2.0,27.0,1.56155871196,4.07676518775e-06,4.6015289573526838e-05
POLDIP2,2.0,12.0,2.2662706503,4.11591155636e-06,4.6336160568127992e-05
PA2G4,2.0,7.0,2.9031688375,4.14331459938e-06,4.6523503930204567e-05
NSFL1C,2.0,17.0,1.94539840335,4.18969041349e-06,4.6922361807024806e-05
KIAA0319L,2.0,17.0,1.88886205343,4.20668310987e-06,4.6990933033510874e-05
BCCIP,2.0,10.0,2.49003955063,4.29472684531e-06,4.7850783897581562e-05
ARNT,2.0,34.0,1.39693271188,4.33272880698e-06,4.8026632391271935e-05
LMNA,2.0,30.0,1.48251558865,4.32935679236e-06,4.8026632391271935e-05
SHARPIN,2.0,74.0,1.08745302439,4.3906965287e-06,4.8544708679260269e-05
GSK3A,2.0,7.0,2.92768524272,4.40855766122e-06,4.8617843799640503e-05
TFB2M,2.0,26.0,1.59083292295,4.48400917475e-06,4.9324100922304426e-05
FKBP4,2.0,27.0,1.56564614312,4.51691058498e-06,4.955990979412169e-05
OSBPL1A,2.0,11.0,2.30086887323,4.57991641994e-06,5.0123996666860724e-05
PEPD,2.0,18.0,1.88102750453,4.61752905064e-06,5.0408025469492857e-05
PARP1,2.0,22.0,1.69993675945,4.6339273758e-06,5.0459617243235554e-05
VIMP,2.0,16.0,1.95937129647,4.64658627282e-06,5.0470332807554223e-05
AGAP3,2.0,21.0,1.74942703867,4.7324381314e-06,5.1274010130443268e-05
MON2,2.0,6.0,3.12422117492,4.8068621396e-06,5.1950162573751942e-05
DNASE2,2.0,22.0,1.73399861827,4.88145647378e-06,5.2624778893186293e-05
GMPS,2.0,30.0,1.54670996138,4.96905536351e-06,5.3435886409080711e-05
CPT1A,2.0,20.0,1.7967281711,4.99188925038e-06,5.3548231338443217e-05
USE1,2.0,20.0,1.82093913289,5.07536888141e-06,5.4308959589906812e-05
FLOT2,2.0,11.0,2.32350683414,5.12411677271e-06,5.4695201996113044e-05
PPIH,2.0,17.0,1.93981519266,5.15266704707e-06,5.486448188299362e-05
IPO9,2.0,19.0,1.83252777112,5.21874420948e-06,5.5431526333136361e-05
GTPBP3,2.0,16.0,1.98947203818,5.27612840902e-06,5.5903684098500521e-05
YTHDF3,2.0,22.0,1.69972807866,5.41703445224e-06,5.7256332364432067e-05
HAT1,2.0,11.0,2.39543555138,5.45649291659e-06,5.7532728971741095e-05
HM13,2.0,17.0,1.91009295145,5.55224469366e-06,5.839988761724796e-05
PPP2R2A,-2.0,30.0,-1.50195169736,5.60477632271e-06,5.8809339910393092e-05
CHORDC1,2.0,12.0,2.26014213309,5.67535430784e-06,5.9262214185443886e-05
PLD3,2.0,12.0,2.25027975491,5.67320616132e-06,5.9262214185443886e-05
EDC3,2.0,6.0,3.12603081949,5.77210162417e-06,6.012721764167856e-05
GLUD1,-2.0,7.0,-2.92109537543,5.79968663559e-06,6.0269339725172895e-05
RPS6KB2,2.0,13.0,2.15624111697,5.8719243061e-06,6.0745290173259175e-05
NHLRC2,2.0,5.0,3.37773586095,5.87359039843e-06,6.0745290173259175e-05
IDH2,2.0,12.0,2.2363717798,5.94415521479e-06,6.1328360366484584e-05
ZC3H7A,2.0,9.0,2.54051188129,6.07477533381e-06,6.2526794685825233e-05
DHCR7,2.0,21.0,1.74581187058,6.10235774935e-06,6.2661502495061229e-05
HIBADH,2.0,9.0,2.55167360576,6.15236688945e-06,6.3025312945741587e-05
NDUFAF6,2.0,45.0,1.2281926258,6.29289765668e-06,6.4160840966581023e-05
ATG3,2.0,12.0,2.27233462494,6.28355269904e-06,6.4160840966581023e-05
NIT2,2.0,5.0,3.41048373948,6.34608504806e-06,6.4550883912338583e-05
YWHAQ,2.0,8.0,2.73602022506,6.42150239201e-06,6.5164682724530205e-05
UBA3,2.0,6.0,3.12711127272,6.45424388505e-06,6.5343551089184175e-05
CYHR1,2.0,68.0,1.10810328413,6.52333426659e-06,6.5888724379581956e-05
LDHB,2.0,14.0,2.10438182046,6.57360842958e-06,6.6241746482696544e-05
SYNCRIP,2.0,6.0,3.12813418522,6.59275363729e-06,6.6280172032530036e-05
DUS1L,2.0,12.0,2.1766632061,6.76838931913e-06,6.7888044145242581e-05
MTAP,-2.0,14.0,-2.0483410211,6.89587313745e-06,6.9006619382426407e-05
WHSC1,2.0,12.0,2.16413833974,7.00420054302e-06,6.9928773550719287e-05
PAIP1,2.0,10.0,2.42609676683,7.0773677836e-06,7.0496453752348369e-05
RBM39,2.0,18.0,1.79599501089,7.25051769147e-06,7.2055144782165329e-05
TDP2,2.0,21.0,1.70276824959,7.37166139259e-06,7.2923780778452152e-05
GRB2,2.0,16.0,1.94883133148,7.36934810494e-06,7.2923780778452152e-05
BPNT1,2.0,21.0,1.70873235294,7.45625008487e-06,7.3592166933544065e-05
PFKL,2.0,6.0,3.07945007506,7.58513281838e-06,7.469368832316123e-05
DDX39A,2.0,24.0,1.6064982267,7.61675811211e-06,7.4834648451507397e-05
LSM14A,2.0,18.0,1.81880390246,7.70983813593e-06,7.5577392883457021e-05
ZNF706,2.0,51.0,1.17967074884,7.93913730415e-06,7.7649073678361509e-05
ANXA7,2.0,9.0,2.54968281628,7.96407523038e-06,7.7717149482879174e-05
RTFDC1,2.0,25.0,1.56936284469,8.06359097241e-06,7.8511044535445597e-05
SUMO2,2.0,13.0,2.06114993684,8.53393643545e-06,8.2903836428001095e-05
CTNNBIP1,2.0,5.0,3.31576691967,8.56070553211e-06,8.294038185709796e-05
ANKS1A,2.0,12.0,2.17668625082,8.57607001853e-06,8.294038185709796e-05
NAPRT1,2.0,84.0,1.01376956973,8.86775679923e-06,8.5569894292540635e-05
CUL2,2.0,8.0,2.67985244131,8.89049279186e-06,8.5598219018282978e-05
VARS,2.0,13.0,2.0967651681,8.92449161642e-06,8.5734616128372066e-05
CAMK2G,2.0,11.0,2.29527084203,8.97788869513e-06,8.6056347736284311e-05
MACF1,2.0,26.0,1.56624647735,9.30903734918e-06,8.9033116063101485e-05
TLK2,2.0,15.0,2.0014907789,9.64988636969e-06,9.2089312971716501e-05
INPP5A,2.0,6.0,2.96881870705,9.73172311407e-06,9.2665724718326713e-05
REXO2,2.0,7.0,2.83549037532,9.77367584126e-06,9.2860660795050909e-05
UFC1,2.0,20.0,1.71647898089,9.80557446512e-06,9.2959426343657063e-05
LONP1,2.0,6.0,3.07143457621,9.85120014267e-06,9.3187610977607307e-05
FLAD1,2.0,28.0,1.45152513686,9.93671278737e-06,9.3791286855449235e-05
AASDHPPT,-2.0,5.0,-3.34120856213,1.00204736597e-05,9.4375833618339915e-05
ACOT13,2.0,24.0,1.58132927686,1.01206997595e-05,9.5112576218107551e-05
ESYT2,2.0,23.0,1.64152881934,1.05798550377e-05,9.9211959496755373e-05
ACADM,2.0,7.0,2.87455800735,1.0783312566e-05,0.00010090099615315329
CSE1L,2.0,19.0,1.74323536612,1.09407445883e-05,0.00010215299968764341
CCDC97,2.0,5.0,3.18999872835,1.14980068841e-05,0.00010712474948288217
AK3,2.0,13.0,2.08163655898,1.15623427569e-05,0.00010749248975931585
TRAF6,2.0,7.0,2.76377128328,1.19155598542e-05,0.00011053855203814929
ACSS2,2.0,19.0,1.74714048118,1.21899326648e-05,0.00011284171072818835
LY6E,2.0,75.0,1.04998728152,1.23944331895e-05,0.00011448960401331066
TRAPPC8,2.0,14.0,1.99538005166,1.27849019374e-05,0.00011784462915852547
GDI1,2.0,15.0,1.98240550423,1.29233534089e-05,0.00011886735486501449
S100A1,2.0,30.0,1.37614577716,1.29872198901e-05,0.00011920117109358907
CDC123,2.0,11.0,2.25162892064,1.32240189463e-05,0.00012111744471339542
PGD,2.0,6.0,3.03049342597,1.33839594416e-05,0.00012232316419871677
LRRC47,2.0,8.0,2.62455080238,1.36441840274e-05,0.00012443841255390929
DCUN1D5,2.0,11.0,2.20564530539,1.3736841156e-05,0.00012501971435280749
PARD6B,2.0,19.0,1.71121182788,1.39365105227e-05,0.00012657045165869957
RPRD2,2.0,34.0,1.31271755001,1.41577411113e-05,0.00012831009397106758
RMDN1,2.0,31.0,1.41041666087,1.44831305839e-05,0.00013092138443972315
SLC12A7,2.0,30.0,1.4006199781,1.45064407001e-05,0.00013092138443972315
PAFAH1B3,2.0,7.0,2.7438561488,1.50050190716e-05,0.00013513895301392633
CDYL,2.0,22.0,1.59866239197,1.53315003021e-05,0.00013750638134041432
CCDC90B,2.0,16.0,1.8325960015,1.53284979711e-05,0.00013750638134041432
PKM,2.0,6.0,3.00855911454,1.5555444153e-05,0.00013922605605255011
EGLN1,2.0,25.0,1.51607239718,1.56179226124e-05,0.00013949644515148658
NUFIP2,2.0,10.0,2.32795506838,1.57022391773e-05,0.00013996037105874458
CDKN2A,2.0,6.0,2.88223616864,1.60590453797e-05,0.00014284619995115787
ATM,-2.0,5.0,-3.23829689981,1.62197937967e-05,0.00014388391924288781
FASN,2.0,15.0,1.93273441933,1.62422744831e-05,0.00014388391924288781
AP1B1,2.0,5.0,3.27976173566,1.65916688774e-05,0.00014667849602621657
ERLIN2,2.0,10.0,2.28522652548,1.70562298692e-05,0.00015047771780534697
OAT,2.0,12.0,2.11020263427,1.86908320224e-05,0.00016456306890577036
NF2,2.0,6.0,2.83770434529,1.8784160987e-05,0.00016504863403842007
APOBEC3C,2.0,6.0,2.96207882992,1.93090602114e-05,0.00016931656651940214
RBM12,2.0,17.0,1.76073197492,1.94738406073e-05,0.00017041581567898436
HMOX2,2.0,6.0,2.95549309161,2.05295840943e-05,0.00017929170108990238
DLG5,2.0,13.0,2.00360706325,2.07241683868e-05,0.00018062616922581292
SNAP29,2.0,9.0,2.38415805344,2.13685113287e-05,0.00018586735306614727
NPLOC4,2.0,15.0,1.87422554508,2.14566050071e-05,0.00018625884226014186
DCUN1D1,2.0,49.0,1.18277618389,2.20238099881e-05,0.00019079946007752497
SNX3,2.0,6.0,2.88094643876,2.23924342864e-05,0.00019342204992961687
ATPAF1,2.0,17.0,1.79562368591,2.24160182778e-05,0.00019342204992961687
USP15,2.0,7.0,2.72009942792,2.25943950695e-05,0.00019423292270297763
COLGALT1,2.0,18.0,1.79275723299,2.25998519823e-05,0.00019423292270297763
IARS2,2.0,21.0,1.61100502585,2.33578958267e-05,0.00020024597950726072
GFM1,2.0,28.0,1.43715729967,2.33921396371e-05,0.00020024597950726072
GGA3,2.0,15.0,1.87317333382,2.34990256747e-05,0.00020076341500347968
CLIC1,2.0,13.0,2.0300781999,2.39158637287e-05,0.00020352023405358365
PTBP1,-2.0,13.0,-2.00823135649,2.38753148308e-05,0.00020352023405358365
TOR1AIP1,2.0,18.0,1.73353217536,2.43996580739e-05,0.0002072293160183195
APOBEC3F,2.0,5.0,3.16716095072,2.50107480846e-05,0.00021200287052857653
PLEKHF1,2.0,30.0,1.40135373924,2.53501804046e-05,0.00021445954968515697
ISYNA1,2.0,15.0,1.89708637709,2.54285890243e-05,0.00021470271553143563
ARHGAP12,2.0,7.0,2.65462916431,2.55613453065e-05,0.00021540291571152598
EML3,2.0,5.0,3.05563512503,2.56526175155e-05,0.00021575148933747462
TGS1,2.0,21.0,1.59738746349,2.57575774391e-05,0.00021621360634825539
TRIP13,2.0,29.0,1.37354321116,2.59911624815e-05,0.00021740319364685077
ARMC6,2.0,18.0,1.73603535638,2.59998730316e-05,0.00021740319364685077
FDFT1,-2.0,24.0,-1.50894025354,2.63625519618e-05,0.0002200102550785648
AIDA,2.0,22.0,1.56745708396,2.6536938498e-05,0.00022103889234440421
NOM1,2.0,23.0,1.57547158499,2.69226469423e-05,0.00022382038986860393
RAVER1,2.0,20.0,1.64564985098,2.70447297117e-05,0.00022440377455571465
AP3M2,2.0,16.0,1.78972165735,2.74130643727e-05,0.00022635166914755102
DLAT,2.0,6.0,2.90087241319,2.74261789963e-05,0.00022635166914755102
NIF3L1,2.0,5.0,3.19233363976,2.74365659573e-05,0.00022635166914755102
MTERFD1,2.0,36.0,1.30745903971,2.75120522671e-05,0.00022654209895339944
FXR1,2.0,51.0,1.1283620671,2.76482936761e-05,0.00022723112844457252
CUL5,-2.0,5.0,-3.18555999019,2.7739851488e-05,0.0002275510018649655
CLYBL,2.0,9.0,2.37139305924,2.78134921727e-05,0.00022772296716414527
TTC39C,2.0,10.0,2.20955306297,2.84203056797e-05,0.00023181317255327233
NPC1,2.0,8.0,2.51082227519,2.84153407938e-05,0.00023181317255327233
ARF5,2.0,15.0,1.89939988826,2.86371832125e-05,0.0002331422655890338
TOM1L1,2.0,7.0,2.70503838727,2.88790807048e-05,0.00023466967271974762
ELAVL1,2.0,7.0,2.69581089443,2.99695331596e-05,0.00024307371829072717
ABCC1,2.0,10.0,2.26731533608,3.08131425891e-05,0.00024944796893734613
EIF2A,2.0,28.0,1.43570227055,3.09678451816e-05,0.00025023176583228437
CALR,2.0,24.0,1.5422772035,3.11787730356e-05,0.00025146611162858842
PDXDC1,2.0,10.0,2.2822293675,3.1609339814e-05,0.00025446401492738104
CNPY3,2.0,14.0,1.91990886177,3.16874230275e-05,0.00025461845678042525
VPS26B,2.0,12.0,2.08677191893,3.26696324833e-05,0.00026202378705973098
GSPT1,2.0,7.0,2.66477381137,3.33610335299e-05,0.00026707360731414699
STK24,2.0,11.0,2.13130933304,3.34389234285e-05,0.00026720234007689771
CRYZ,2.0,6.0,2.91257450272,3.40097110638e-05,0.00027126195743284743
TRUB1,2.0,6.0,2.82793553905,3.41291558049e-05,0.00027171333433600081
GALK1,2.0,18.0,1.72188604408,3.42914743657e-05,0.0002722701591616503
PIGS,2.0,11.0,2.10898460447,3.43250605466e-05,0.0002722701591616503
USP6NL,2.0,11.0,2.13008930966,3.44620277011e-05,0.00027238561128383821
ITM2B,-2.0,11.0,-2.13755497039,3.44656325173e-05,0.00027238561128383821
MYO9B,2.0,20.0,1.64545171971,3.49650505698e-05,0.00027582830951292022
SYAP1,2.0,8.0,2.50166476688,3.51648185647e-05,0.00027689892651235531
RER1,2.0,8.0,2.51189241043,3.57983355644e-05,0.00028137491753615402
ACOT8,2.0,19.0,1.65539849814,3.60238560863e-05,0.00028178471297867657
KIAA1715,2.0,14.0,1.87378286625,3.60460204204e-05,0.00028178471297867657
PPT1,2.0,24.0,1.49819096086,3.59372665175e-05,0.00028178471297867657
DHTKD1,2.0,16.0,1.77862785551,3.62567453087e-05,0.00028292041510724701
ECHS1,-2.0,5.0,-3.19113873089,3.65120125303e-05,0.00028388746433185902
AGK,2.0,26.0,1.4601254239,3.64936769021e-05,0.00028388746433185902
ERCC4,2.0,8.0,2.45375196962,3.69216750548e-05,0.00028655727336060791
GCLM,2.0,6.0,2.84867347476,3.71648750673e-05,0.00028741279949163855
GRPEL1,2.0,15.0,1.87342804823,3.71325291424e-05,0.00028741279949163855
KLC4,2.0,18.0,1.66385992697,3.80482596187e-05,0.00029371897559257628
DNAJB6,2.0,24.0,1.51517494292,3.83963654983e-05,0.00029587787531075693
ATE1,2.0,7.0,2.52620385499,3.95717254362e-05,0.00030439247163794881
SLC27A1,2.0,19.0,1.64456003628,3.98366137773e-05,0.00030588575729895796
ABCB8,2.0,19.0,1.66469985271,3.99263098376e-05,0.00030603091742566641
CKB,2.0,6.0,2.85743363103,4.15413782229e-05,0.00031784668682744165
ADCK5,2.0,65.0,1.05685483615,4.17054716397e-05,0.00031853843444953477
SLC25A19,2.0,16.0,1.73997909738,4.18506300857e-05,0.00031868899215649799
LZIC,2.0,6.0,2.83822565862,4.18726226104e-05,0.00031868899215649799
CDKN2A,-2.0,14.0,-1.82521556517,4.21085302692e-05,0.00031962588683170001
SNX7,2.0,5.0,3.08512610417,4.21435936836e-05,0.00031962588683170001
TMEM199,2.0,9.0,2.30809093229,4.2773670841e-05,0.0003238363906230481
WRNIP1,2.0,21.0,1.54527251405,4.31478425773e-05,0.0003260981179396011
GLMN,2.0,10.0,2.21105243213,4.38817136953e-05,0.00033106570384766273
CCDC47,2.0,16.0,1.78373532095,4.41490329523e-05,0.00033250221159033318
RRAGC,2.0,22.0,1.53914791304,4.5403012692e-05,0.00034135169368299239
TPM3,2.0,27.0,1.34695651227,4.76469481118e-05,0.00035760027202633567
DNMT1,2.0,19.0,1.64645922785,4.79464338973e-05,0.00035849843082620588
AKR1A1,2.0,14.0,1.89687533097,4.80154039899e-05,0.00035849843082620588
CACYBP,2.0,20.0,1.60078492177,4.79048013621e-05,0.00035849843082620588
EIF2D,2.0,17.0,1.68802965926,4.82773938185e-05,0.0003598330577192487
PGM3,2.0,6.0,2.81751044323,4.85234551118e-05,0.00036104457220030302
PEF1,2.0,10.0,2.16302397877,4.92196911729e-05,0.00036496865341407552
CD2AP,2.0,9.0,2.29950133495,4.91726286173e-05,0.00036496865341407552
SLC9A3R2,2.0,5.0,3.07862905174,5.0051591969e-05,0.00037050176726350021
ZC2HC1A,2.0,25.0,1.41639581984,5.10625922674e-05,0.00037733946388373446
EPS8L1,2.0,8.0,2.46579023365,5.15681175479e-05,0.00038042486716617863
HNRNPUL1,2.0,6.0,2.7544248378,5.20017127746e-05,0.00038297002440340329
UBE2V2,2.0,17.0,1.66780641651,5.24141676726e-05,0.00038472585989067368
STRAP,2.0,15.0,1.84533986337,5.24181197029e-05,0.00038472585989067368
TMEM126A,2.0,15.0,1.78010658339,5.27528458808e-05,0.00038652636058115022
IMPA1,2.0,24.0,1.46344536894,5.29401130075e-05,0.00038724214641518346
SCAMP3,2.0,30.0,1.29507304358,5.36259848458e-05,0.00039159650758177037
PDCD6,2.0,31.0,1.30745100814,5.43856934727e-05,0.00039647445680002745
NECAP1,2.0,18.0,1.63684520376,5.47752586227e-05,0.00039864215997615477
TMEM189,2.0,14.0,1.85304302142,5.60710425274e-05,0.00040738675100136231
PNP,2.0,9.0,2.31898585857,5.63097684224e-05,0.00040843478001705274
IDH3A,2.0,7.0,2.57607135674,5.71032270833e-05,0.00041349623229631355
USP36,2.0,12.0,1.94185936446,5.77151651637e-05,0.00041699553753707461
DNAJB11,2.0,48.0,1.10544133358,5.77793955551e-05,0.00041699553753707461
BEND3,2.0,8.0,2.41915530427,5.8192928651e-05,0.00041928005093031499
IRF6,2.0,12.0,2.01004847036,5.94725051837e-05,0.00042778642247789602
UBAP2L,2.0,27.0,1.38035332078,6.02994209364e-05,0.00043301394802023132
SLC4A2,2.0,23.0,1.48979477119,6.24077204529e-05,0.00044741057299836309
OTUD7B,2.0,28.0,1.33576500661,6.29920113746e-05,0.00045085176353070513
IGF1R,2.0,19.0,1.5870208195,6.38717604909e-05,0.00045639276132600042
C2CD5,2.0,14.0,1.83014311324,6.40241642247e-05,0.00045672683488982087
MICU1,2.0,8.0,2.39654849157,6.4349398066e-05,0.00045753692078862718
STXBP2,2.0,8.0,2.43071749237,6.43374412783e-05,0.00045753692078862718
LACTB2,2.0,30.0,1.29878241853,6.51632750439e-05,0.00046256295240544538
BDH1,2.0,40.0,1.21686217099,6.53104415327e-05,0.00046267972630821124
CDKAL1,2.0,27.0,1.31206303572,6.53937804243e-05,0.00046267972630821124
MYO18A,2.0,13.0,1.92138089456,6.70986486535e-05,0.00047396643485125037
PRPF18,2.0,7.0,2.51886933324,6.81487057156e-05,0.00048059845808862123
NUBP1,2.0,9.0,2.28984411087,6.82731504167e-05,0.00048069190431852566
PALM3,2.0,26.0,1.39499700173,6.88051966782e-05,0.00048365018738177434
DCTD,-2.0,11.0,-2.07175105182,6.89889671003e-05,0.00048415471554292655
CANT1,2.0,11.0,2.07333513952,6.9726099531e-05,0.00048853472977745894
THUMPD1,2.0,6.0,2.79863876225,7.1437539393e-05,0.00049949190517193385
GORASP2,2.0,13.0,1.90308162749,7.15210477218e-05,0.00049949190517193385
DBT,2.0,7.0,2.59451960697,7.27047962464e-05,0.00050694005511782696
ETV6,2.0,19.0,1.58750989334,7.33022837454e-05,0.00051028304771556635
TARS2,2.0,33.0,1.24342550005,7.36627440199e-05,0.00051196791382305434
RHPN2,2.0,22.0,1.45260066194,7.41590625437e-05,0.00051459009209722567
UBXN2B,2.0,19.0,1.58895265915,7.47185585521e-05,0.00051681332579342834
SIN3B,2.0,19.0,1.60225653477,7.46984335942e-05,0.00051681332579342834
CAMSAP2,2.0,16.0,1.71733832564,7.62483118489e-05,0.00052655184045207219
TALDO1,-2.0,6.0,-2.70200035842,7.64249450877e-05,0.00052692988455229055
TNPO3,2.0,18.0,1.63493202072,7.65868043005e-05,0.00052720502387138739
GTPBP4,2.0,21.0,1.51468521352,7.68132250943e-05,0.00052792300808073554
EPN1,2.0,8.0,2.38755007476,7.71705569011e-05,0.00052905803476687222
NSUN2,2.0,22.0,1.48125552604,7.72231366963e-05,0.00052905803476687222
GATAD2B,2.0,30.0,1.28241456873,7.75580137312e-05,0.00053051154012657552
LAMP1,2.0,10.0,2.16714570191,7.77308698859e-05,0.00053085395026357222
RFX1,2.0,28.0,1.36350426004,7.89804573963e-05,0.00053853709357114569
SHC1,2.0,28.0,1.32119487287,7.92235308635e-05,0.0005393438172011111
TM9SF4,2.0,18.0,1.62113595923,7.94269657004e-05,0.00053987857346370896
TXLNG,2.0,7.0,2.52599950464,7.98804442553e-05,0.00054125887228184699
ACTL6A,2.0,56.0,1.05852706443,7.98566703977e-05,0.00054125887228184699
TARBP1,2.0,28.0,1.30907288911,8.00687874248e-05,0.00054168602196801193
ST14,2.0,12.0,1.97031952074,8.04362692867e-05,0.0005433218626976035
ADCK4,2.0,11.0,2.01519548998,8.24666677254e-05,0.00055616755784216015
ZNF318,2.0,7.0,2.4937188992,8.33423942342e-05,0.00056119808453943909
ACP1,2.0,7.0,2.50204872047,8.5795777314e-05,0.00057681982166183754
THYN1,2.0,12.0,1.94590575221,8.59557229107e-05,0.00057699781078069659
CPT2,2.0,12.0,1.9557539402,8.62118980437e-05,0.00057782020967907276
CDK4,2.0,5.0,3.02968600115,8.74575582109e-05,0.00058445269499293132
