gene,set
RNF44,CREB1
RNF7,CREB1
RNMTL1,CREB1
RPP14,CREB1
RPRD1A,CREB1
RRP1,CREB1
SCG2,CREB1
SERPINE1,CREB1
SIK1,CREB1
SKIL,CREB1
SLC19A1,CREB1
SLC20A1,CREB1
SLC22A8,CREB1
SLC25A36,CREB1
SLC25A37,CREB1
SLC35F5,CREB1
SLC39A1,CREB1
SMCHD1,CREB1
SNAP25,CREB1
SOD2,CREB1
SOX9,CREB1
SPAG4,CREB1
STAR,CREB1
STARD3NL,CREB1
SULT4A1,CREB1
SUV39H2,CREB1
THADA,CREB1
TIPRL,CREB1
TLR9,CREB1
TMEM30A,CREB1
TMEM39A,CREB1
TMEM9,CREB1
TPT1,CREB1
TRA2A,CREB1
TTC1,CREB1
TXNL1,CREB1
UBAP1,CREB1
UBE2H,CREB1
UBQLN1,CREB1
UFSP2,CREB1
USP48,CREB1
UXT,CREB1
VGF,CREB1
VPS37B,CREB1
WSB1,CREB1
YTHDC1,CREB1
YTHDC2,CREB1
YTHDF3,CREB1
ZBTB37,CREB1
ZC3H7A,CREB1
ZCCHC17,CREB1
ZNF184,CREB1
ZNF335,CREB1
ZZEF1,CREB1
AAAS,CTCF
ABCA17P,CTCF
ABCA2,CTCF
ABCA3,CTCF
ADRBK1,CTCF
AGFG1,CTCF
AHCYL1,CTCF
ALDH1A2,CTCF
ALKBH2,CTCF
ANKRD2,CTCF
ANKRD46,CTCF
AP2A2,CTCF
AP4E1,CTCF
APP,CTCF
ARL2,CTCF
ARL8B,CTCF
B4GALNT1,CTCF
BCO2,CTCF
BICD2,CTCF
BRCA1,CTCF
BTBD17,CTCF
C11ORF9,CTCF
C14ORF38,CTCF
C15ORF29,CTCF
C15ORF48,CTCF
C17ORF108,CTCF
C17ORF82,CTCF
C17ORF85,CTCF
C18ORF25,CTCF
C19ORF42,CTCF
C1R,CTCF
C3ORF49,CTCF
CARM1,CTCF
CCDC144B,CTCF
CCDC144C,CTCF
CCDC83,CTCF
CD80,CTCF
CDH24,CTCF
CEP135,CTCF
COL27A1,CTCF
CRBN,CTCF
CT62,CTCF
DDX11L2,CTCF
DDX20,CTCF
DHX34,CTCF
DIAPH1,CTCF
DIP2B,CTCF
DIRC3,CTCF
DMKN,CTCF
DNLZ,CTCF
DNMBP,CTCF
DVL1,CTCF
EGLN2,CTCF
ELN,CTCF
EPHB1,CTCF
ERMN,CTCF
ESCO1,CTCF
FAF2,CTCF
FNDC5,CTCF
HINT3,CTCF
HLA-DMB,CTCF
HS1BP3,CTCF
HSD3B7,CTCF
IGF2,CTCF
IRAK2,CTCF
IRF9,CTCF
KHK,CTCF
KIF1B,CTCF
LGR6,CTCF
LOC339524,CTCF
LPIN3,CTCF
LRRC59,CTCF
LTB4R2,CTCF
MB,CTCF
MC3R,CTCF
MGAT5B,CTCF
MRPL17,CTCF
MYC,CTCF
NAE1,CTCF
NBN,CTCF
NECAP2,CTCF
NOL9,CTCF
NOM1,CTCF
NOP10,CTCF
OR2L13,CTCF
PDZD9,CTCF
PIGC,CTCF
PLXNB3,CTCF
PMPCB,CTCF
PPARD,CTCF
PPM1F,CTCF
PRAME,CTCF
PRMT3,CTCF
PRNT,CTCF
PRSS30P,CTCF
PRSS35,CTCF
PRSS48,CTCF
PSMD1,CTCF
RAD52,CTCF
RBPJL,CTCF
REPS1,CTCF
RERG,CTCF
RPL26,CTCF
RPL5,CTCF
RPP14,CTCF
RPP30,CTCF
RUFY4,CTCF
SAT1,CTCF
SCGB1C1,CTCF
SNX18,CTCF
SNX19,CTCF
SORCS2,CTCF
STAG1,CTCF
TDRD7,CTCF
TMBIM6,CTCF
TSFM,CTCF
TWISTNB,CTCF
TYSND1,CTCF
UTP3,CTCF
VPS37D,CTCF
WDR38,CTCF
ZBTB34,CTCF
ZNF511,CTCF
ZNHIT2,CTCF
RACGAP1,CUX1
TNFRSF10B,DDIT3
ABCB10,E2F1
ACACA,E2F1
ADCK5,E2F1
ADSS,E2F1
AFG3L2,E2F1
ALDOA,E2F1
ALKBH5,E2F1
ANAPC11,E2F1
APAF1,E2F1
APRT,E2F1
AR,E2F1
ARHGAP21,E2F1
ARHGAP6,E2F1
ARPC5,E2F1
ARRDC2,E2F1
ASF1B,E2F1
ASXL1,E2F1
ATAD2,E2F1
ATXN7,E2F1
AURKA,E2F1
AURKB,E2F1
B3GALT6,E2F1
BACH1,E2F1
BCAS2,E2F1
BCAS3,E2F1
BCL2,E2F1
BCL2L11,E2F1
BIRC5,E2F1
BLM,E2F1
BMF,E2F1
BMP4,E2F1
BOLA1,E2F1
BRCA1,E2F1
BRIP1,E2F1
BUB1B,E2F1
C10ORF119,E2F1
C11ORF10,E2F1
C11ORF75,E2F1
C12ORF61,E2F1
C14ORF4,E2F1
C15ORF42,E2F1
C16ORF75,E2F1
C19ORF57,E2F1
C1ORF174,E2F1
C3,E2F1
C3ORF37,E2F1
CAD,E2F1
CAMKK2,E2F1
CASP8AP2,E2F1
CBX5,E2F1
CCDC84,E2F1
CCNA2,E2F1
CCNB2,E2F1
CCND1,E2F1
CCNE1,E2F1
CCNE2,E2F1
CCNO,E2F1
CDADC1,E2F1
CDAN1,E2F1
CDC2,E2F1
CDC25A,E2F1
CDC25C,E2F1
CDC45L,E2F1
CDC6,E2F1
CDCA3,E2F1
CDCA4,E2F1
CDCA5,E2F1
CDCA7,E2F1
CDCA7L,E2F1
CDCA8,E2F1
CDK1,E2F1
CDK2AP1,E2F1
CDKN1A,E2F1
CDKN1B,E2F1
CDT1,E2F1
CENPA,E2F1
CENPM,E2F1
CERKL,E2F1
CHCHD3,E2F1
CHEK1,E2F1
CHEK2,E2F1
CHRNA5,E2F1
CKAP2L,E2F1
CKS1B,E2F1
CLDN5,E2F1
CLK1,E2F1
CLN6,E2F1
COG4,E2F1
COMTD1,E2F1
COX17,E2F1
COX5A,E2F1
COX8A,E2F1
CPSF3,E2F1
CREBBP,E2F1
CREBZF,E2F1
CRTAP,E2F1
CSDA,E2F1
CSNK1G1,E2F1
CSTF2,E2F1
CTDSPL2,E2F1
CUX1,E2F1
CXADR,E2F1
CYCS,E2F1
CYR61,E2F1
DARS2,E2F1
DBF4,E2F1
DCC,E2F1
DCK,E2F1
DCP1B,E2F1
DDB2,E2F1
DDIT3,E2F1
DEK,E2F1
DGKZ,E2F1
DHFR,E2F1
DHRS13,E2F1
DHX9,E2F1
DNAJC9,E2F1
DOCK5,E2F1
DONSON,E2F1
DPYSL2,E2F1
DTL,E2F1
DTYMK,E2F1
DUSP1,E2F1
DUSP2,E2F1
DUSP4,E2F1
E2F1,E2F1
E2F2,E2F1
E2F6,E2F1
E2F7,E2F1
ECE1,E2F1
ECT2,E2F1
EEF1E1,E2F1
EFCAB2,E2F1
EFNA5,E2F1
EFTUD2,E2F1
EIF2AK2,E2F1
EME1,E2F1
ENTPD5,E2F1
EPC1,E2F1
EPHA2,E2F1
EPM2AIP1,E2F1
ERCC1,E2F1
ERCC5,E2F1
ERH,E2F1
ESPL1,E2F1
ETFB,E2F1
ETV4,E2F1
EXPH5,E2F1
EZH2,E2F1
FAM111B,E2F1
FAM81A,E2F1
FANCA,E2F1
FANCC,E2F1
FANCL,E2F1
FASTK,E2F1
FBLN1,E2F1
FBXO33,E2F1
FEN1,E2F1
FGFR1,E2F1
FKBPL,E2F1
FLT1,E2F1
FMO5,E2F1
FOXJ3,E2F1
FOXM1,E2F1
FOXRED1,E2F1
FUNDC2,E2F1
GINS1,E2F1
GINS2,E2F1
GINS3,E2F1
GINS4,E2F1
GLUD1,E2F1
GNPNAT1,E2F1
GOLPH3,E2F1
GORASP2,E2F1
GPR132,E2F1
GPR19,E2F1
GPR98,E2F1
GSR,E2F1
GSS,E2F1
H2AFV,E2F1
HES1,E2F1
HIPK3,E2F1
HIST1H2AC,E2F1
HIST1H2AL,E2F1
HIST1H2BJ,E2F1
HIST1H4H,E2F1
HMGA1,E2F1
HPS3,E2F1
HSP90AA1,E2F1
HSPA5,E2F1
IDH2,E2F1
IER5L,E2F1
ILF3,E2F1
ING3,E2F1
INSIG1,E2F1
INTS7,E2F1
IPO7,E2F1
IPP,E2F1
ISYNA1,E2F1
ITGB1,E2F1
ITM2C,E2F1
KBTBD2,E2F1
KCTD12,E2F1
KIAA0101,E2F1
KIAA1143,E2F1
KIAA1731,E2F1
KIF15,E2F1
KIF23,E2F1
KIF2C,E2F1
KIR3DL1,E2F1
KLF11,E2F1
KLHDC5,E2F1
KLHL21,E2F1
L3MBTL2,E2F1
LATS1,E2F1
LEMD3,E2F1
LHX2,E2F1
LMBRD2,E2F1
LMNB1,E2F1
LRBA,E2F1
LRRC57,E2F1
LRRC58,E2F1
LSR,E2F1
LUC7L2,E2F1
MAN2A1,E2F1
MAP3K5,E2F1
MAPK6,E2F1
MAPK8,E2F1
MAT2A,E2F1
MBD4,E2F1
MBNL3,E2F1
MBOAT1,E2F1
MCM2,E2F1
MCM3,E2F1
MCM4,E2F1
MCM5,E2F1
MCM6,E2F1
MCM8,E2F1
MDM2,E2F1
MED18,E2F1
MELK,E2F1
METTL2A,E2F1
MFAP1,E2F1
MGST3,E2F1
MICAL2,E2F1
MINK1,E2F1
MLPH,E2F1
MND1,E2F1
MSH5,E2F1
MSH6,E2F1
MSI2,E2F1
MT1G,E2F1
MTHFS,E2F1
MYBL2,E2F1
MYC,E2F1
MYCN,E2F1
MYH10,E2F1
N4BP2,E2F1
NDRG1,E2F1
NDUFS6,E2F1
NEDD4,E2F1
NEIL3,E2F1
NENF,E2F1
NFATC2IP,E2F1
NFIA,E2F1
NIPBL,E2F1
NOLC1,E2F1
NOTCH2,E2F1
NPAT,E2F1
NR2C2,E2F1
NRIP1,E2F1
NRM,E2F1
NT5M,E2F1
NUCKS1,E2F1
NUP155,E2F1
NUSAP1,E2F1
OIP5,E2F1
ORC6L,E2F1
OTUD7B,E2F1
PABPN1,E2F1
PARD6B,E2F1
PARP16,E2F1
PAWR,E2F1
PBK,E2F1
PCBD2,E2F1
PCNA,E2F1
PDGFA,E2F1
PDHX,E2F1
PEG10,E2F1
PEG3,E2F1
PHF15,E2F1
PHTF2,E2F1
PIM1,E2F1
PIN1,E2F1
PIP5K1A,E2F1
PKMYT1,E2F1
PNO1,E2F1
PNRC2,E2F1
POLA1,E2F1
POLE,E2F1
POLE2,E2F1
POLH,E2F1
POLR1E,E2F1
PPARG,E2F1
PPM1D,E2F1
PPP1CB,E2F1
PPP1R3D,E2F1
PPP1R8,E2F1
PPP2R3C,E2F1
PPP2R5A,E2F1
PRC1,E2F1
PRKDC,E2F1
PRMT3,E2F1
PRMT6,E2F1
PSMD5,E2F1
PSMD9,E2F1
PTMA,E2F1
PTPLAD1,E2F1
PTPN1,E2F1
PXMP2,E2F1
RAC1,E2F1
RACGAP1,E2F1
RAD51L3,E2F1
RAD9B,E2F1
RANBP9,E2F1
RASD1,E2F1
RASGRP1,E2F1
RASSF1,E2F1
RB1,E2F1
RBL1,E2F1
RBM14,E2F1
RBM15,E2F1
RBPMS,E2F1
RDX,E2F1
RFC5,E2F1
RHOBTB2,E2F1
RHOT2,E2F1
RIPK4,E2F1
RNASEH2A,E2F1
RNF138,E2F1
RNF168,E2F1
RPA1,E2F1
RPA2,E2F1
RPS6KA1,E2F1
RPS6KB1,E2F1
RRM1,E2F1
RRM2,E2F1
RRP1B,E2F1
RSBN1,E2F1
SAC3D1,E2F1
SCN8A,E2F1
SCO1,E2F1
SCRN1,E2F1
SET,E2F1
SF3B1,E2F1
SFRS1,E2F1
SFRS3,E2F1
SH3GL1,E2F1
SHMT1,E2F1
SIAH2,E2F1
SKIL,E2F1
SKP2,E2F1
SLAIN1,E2F1
SLBP,E2F1
SLC16A1,E2F1
SLC16A6,E2F1
SLC25A36,E2F1
SLC25A40,E2F1
SLC3A2,E2F1
SLC7A1,E2F1
SLCO4C1,E2F1
SMC2,E2F1
SMC3,E2F1
SMC4,E2F1
SMS,E2F1
SNX5,E2F1
SOCS3,E2F1
SON,E2F1
SOX3,E2F1
SP1,E2F1
SPC24,E2F1
SPEN,E2F1
SPHK1,E2F1
SRPR,E2F1
SSH1,E2F1
ST6GALNAC2,E2F1
STAG1,E2F1
STK24,E2F1
STK4,E2F1
SULF2,E2F1
SUMF1,E2F1
SUPT4H1,E2F1
SUV39H2,E2F1
SYNE2,E2F1
TADA2A,E2F1
TAF4,E2F1
TBC1D5,E2F1
TCF19,E2F1
TEAD4,E2F1
TERT,E2F1
TFDP1,E2F1
THBS1,E2F1
TIMELESS,E2F1
TIPIN,E2F1
TK1,E2F1
TM7SF3,E2F1
TM9SF1,E2F1
TMEM106C,E2F1
TMEM159,E2F1
TMEM18,E2F1
TMEM48,E2F1
TMPO,E2F1
TNFSF11,E2F1
TP53,E2F1
TP53BP2,E2F1
TP73,E2F1
TPRA1,E2F1
TPX2,E2F1
TRIM26,E2F1
TRIM33,E2F1
TRIM37,E2F1
TRIM41,E2F1
TRIP10,E2F1
TRIP13,E2F1
TRPM7,E2F1
TUBA1B,E2F1
TUBG1,E2F1
TXNDC5,E2F1
TYMS,E2F1
UBC,E2F1
UBE2T,E2F1
UHRF1,E2F1
ULK1,E2F1
UXT,E2F1
VKORC1,E2F1
WDR90,E2F1
WEE1,E2F1
WIPI1,E2F1
XRCC1,E2F1
ZBTB48,E2F1
ZFP36L2,E2F1
ZNF341,E2F1
ZNF687,E2F1
MAP3K5,E2F2
MAP3K5,E2F3
ABCB10,E2F4
ABCD3,E2F4
ABHD2,E2F4
ACCN2,E2F4
ACSF3,E2F4
ACTR6,E2F4
ADAMTS10,E2F4
ADARB2,E2F4
ADK,E2F4
ADRBK1,E2F4
AEN,E2F4
AHCTF1,E2F4
AIM1,E2F4
AKAP10,E2F4
AKAP13,E2F4
AKR1A1,E2F4
AKR1B1,E2F4
ALDOA,E2F4
ALG10,E2F4
ALG5,E2F4
ALG8,E2F4
AMD1,E2F4
AMDHD1,E2F4
ANGPTL5,E2F4
ANKFY1,E2F4
ANKRD10,E2F4
ANKRD30BL,E2F4
ANLN,E2F4
AP2S1,E2F4
AP4B1,E2F4
AP4M1,E2F4
APITD1,E2F4
AQP11,E2F4
ARHGAP25,E2F4
ARHGEF12,E2F4
ARL2,E2F4
ARL5B,E2F4
ARL6IP6,E2F4
ARNTL2,E2F4
ARPC2,E2F4
ASF1B,E2F4
ASPM,E2F4
ATAD2,E2F4
ATG2A,E2F4
ATL3,E2F4
ATP2A1,E2F4
ATPAF1,E2F4
AURKB,E2F4
B3GALNT2,E2F4
B3GNT1,E2F4
B4GALT2,E2F4
BARD1,E2F4
BAT4,E2F4
BCAR1,E2F4
BCL2L11,E2F4
BEST1,E2F4
BIRC5,E2F4
BLM,E2F4
BLOC1S1,E2F4
BLOC1S2,E2F4
BRCA1,E2F4
BRCA2,E2F4
BRD8,E2F4
BRIP1,E2F4
BTG1,E2F4
BUB1,E2F4
BUB1B,E2F4
BUB3,E2F4
BUD13,E2F4
C10ORF114,E2F4
C10ORF88,E2F4
C11ORF10,E2F4
C11ORF30,E2F4
C11ORF51,E2F4
C11ORF82,E2F4
C12ORF26,E2F4
C12ORF32,E2F4
C12ORF41,E2F4
C12ORF47,E2F4
C12ORF48,E2F4
C12ORF60,E2F4
C12ORF61,E2F4
C13ORF34,E2F4
C13ORF37,E2F4
C14ORF178,E2F4
C14ORF45,E2F4
C14ORF80,E2F4
C15ORF2,E2F4
C15ORF33,E2F4
C15ORF41,E2F4
C15ORF42,E2F4
C15ORF44,E2F4
C16ORF13,E2F4
C16ORF61,E2F4
C16ORF80,E2F4
C17ORF79,E2F4
C17ORF97,E2F4
C18ORF56,E2F4
C19ORF40,E2F4
C19ORF48,E2F4
C1ORF105,E2F4
C1ORF109,E2F4
C1ORF112,E2F4
C1ORF122,E2F4
C1ORF123,E2F4
C1ORF124,E2F4
C1ORF135,E2F4
C1ORF156,E2F4
C1ORF190,E2F4
C1ORF35,E2F4
C20ORF72,E2F4
C21ORF58,E2F4
C3ORF26,E2F4
C6ORF130,E2F4
C9ORF100,E2F4
CACNB2,E2F4
CALM1,E2F4
CALM2,E2F4
CAMTA1,E2F4
CAND1,E2F4
CASC5,E2F4
CATSPER2P1,E2F4
CBX5,E2F4
CCAR1,E2F4
CCDC122,E2F4
CCDC15,E2F4
CCDC18,E2F4
CCDC34,E2F4
CCDC38,E2F4
CCDC76,E2F4
CCDC77,E2F4
CCDC82,E2F4
CCDC92,E2F4
CCNA2,E2F4
CCNB1,E2F4
CCNB2,E2F4
CCNG2,E2F4
CCNT1,E2F4
CD80,E2F4
CDC16,E2F4
CDC20,E2F4
CDC23,E2F4
CDC25C,E2F4
CDC6,E2F4
CDC7,E2F4
CDCA2,E2F4
CDCA3,E2F4
CDCA4,E2F4
CDCA5,E2F4
CDCA7,E2F4
CDCA8,E2F4
CDK1,E2F4
CDK2,E2F4
CDKN2D,E2F4
CDKN3,E2F4
CDR2,E2F4
CDT1,E2F4
CENPA,E2F4
CENPN,E2F4
CENPO,E2F4
CENPW,E2F4
CEP152,E2F4
CEP55,E2F4
CEP57,E2F4
CETN1,E2F4
CHCHD2,E2F4
CHCHD3,E2F4
CHD8,E2F4
CHD9,E2F4
CHEK1,E2F4
CHORDC1,E2F4
CHPT1,E2F4
CHST6,E2F4
CIT,E2F4
CKAP2,E2F4
CKAP4,E2F4
CKAP5,E2F4
CKS1B,E2F4
CLCF1,E2F4
CLN5,E2F4
CLSPN,E2F4
CNNM2,E2F4
CNOT2,E2F4
CNOT4,E2F4
CNTNAP4,E2F4
COMMD4,E2F4
COX10,E2F4
COX15,E2F4
COX8A,E2F4
CPEB3,E2F4
CPT2,E2F4
CR1L,E2F4
CRIP1,E2F4
CSDA,E2F4
CSMD2,E2F4
CSTF1,E2F4
CSTF3,E2F4
CTCF,E2F4
CTDSPL2,E2F4
CUL3,E2F4
CUL5,E2F4
CWC15,E2F4
CWF19L1,E2F4
CYB5D1,E2F4
CYP27B1,E2F4
CYP46A1,E2F4
DAP3,E2F4
DBNDD1,E2F4
DCAF16,E2F4
DCDC1,E2F4
DCP2,E2F4
DCTN5,E2F4
DCUN1D5,E2F4
DDB2,E2F4
DDX10,E2F4
DDX11,E2F4
DDX12,E2F4
DDX20,E2F4
DDX21,E2F4
DDX50,E2F4
DDX55,E2F4
DDX59,E2F4
DEK,E2F4
DEM1,E2F4
DEPDC1,E2F4
DEPDC1B,E2F4
DEPDC4,E2F4
DHPS,E2F4
DHX38,E2F4
DIAPH3,E2F4
DLEU1,E2F4
DLEU2,E2F4
DLGAP5,E2F4
DMAP1,E2F4
DMTF1,E2F4
DMXL2,E2F4
DNAJC1,E2F4
DNAJC3,E2F4
DNAJC9,E2F4
DOCK9,E2F4
DR1,E2F4
DSCC1,E2F4
DTL,E2F4
DVL1,E2F4
DYNC1I2,E2F4
E2F1,E2F4
E2F2,E2F4
E2F3,E2F4
EARS2,E2F4
EDC3,E2F4
EFCAB7,E2F4
EFHD2,E2F4
EID3,E2F4
EIF2B1,E2F4
EIF3F,E2F4
EIF4A2,E2F4
EIF4G2,E2F4
EML1,E2F4
ENO1,E2F4
ENTPD7,E2F4
EPC1,E2F4
ERC1,E2F4
ERCC4,E2F4
ERP29,E2F4
ESCO2,E2F4
ESPL1,E2F4
EXO1,E2F4
EXOC8,E2F4
EXOSC6,E2F4
EXOSC8,E2F4
EXOSC9,E2F4
FADS1,E2F4
FAF1,E2F4
FAM111A,E2F4
FAM152A,E2F4
FAM160B1,E2F4
FAM54A,E2F4
FAM62A,E2F4
FAM76B,E2F4
FAM81A,E2F4
FAM82A2,E2F4
FANCD2,E2F4
FANCI,E2F4
FANK1,E2F4
FBXL20,E2F4
FBXL8,E2F4
FBXO5,E2F4
FBXO8,E2F4
FEN1,E2F4
FGF2,E2F4
FGF9,E2F4
FHOD1,E2F4
FIZ1,E2F4
FKBP3,E2F4
FLAD1,E2F4
FOXF1,E2F4
FOXM1,E2F4
FOXN3,E2F4
FOXRED1,E2F4
FSIP1,E2F4
FTH1,E2F4
FUBP1,E2F4
FYCO1,E2F4
G6PC2,E2F4
GAS2L3,E2F4
GBA,E2F4
GBP3,E2F4
GEN1,E2F4
GINS2,E2F4
GINS3,E2F4
GLUD1,E2F4
GNL2,E2F4
GORASP2,E2F4
GPR137,E2F4
GPR18,E2F4
GSG2,E2F4
GTF3C5,E2F4
GTSE1,E2F4
H2AFX,E2F4
HAT1,E2F4
HAUS8,E2F4
HCFC2,E2F4
HCN3,E2F4
HEATR1,E2F4
HECTD3,E2F4
HFM1,E2F4
HIPK1,E2F4
HIRIP3,E2F4
HIST1H2AG,E2F4
HIST1H2AJ,E2F4
HIST1H2BJ,E2F4
HIST1H2BM,E2F4
HIST1H2BO,E2F4
HIST1H3B,E2F4
HMGB1,E2F4
HMGB2,E2F4
HMGN2,E2F4
HMX2,E2F4
HNRNPA1,E2F4
HNRNPH3,E2F4
HNRNPUL1,E2F4
HNRNPUL2,E2F4
HPS5,E2F4
ID3,E2F4
IER5,E2F4
IGHMBP2,E2F4
IL28RA,E2F4
IL4R,E2F4
INCENP,E2F4
INF2,E2F4
ING1,E2F4
ING3,E2F4
INTS4,E2F4
INTS7,E2F4
IPO5,E2F4
IQGAP3,E2F4
IRF2BP2,E2F4
IRF3,E2F4
ISL2,E2F4
ISLR2,E2F4
ITFG1,E2F4
ITGB3BP,E2F4
JMJD4,E2F4
KAZALD1,E2F4
KCNA1,E2F4
KCNA3,E2F4
KCNAB2,E2F4
KCNMB4,E2F4
KHDRBS1,E2F4
KIAA0090,E2F4
KIAA0101,E2F4
KIAA0494,E2F4
KIAA0513,E2F4
KIAA1033,E2F4
KIAA1143,E2F4
KIAA1377,E2F4
KIAA1429,E2F4
KIAA1524,E2F4
KIAA1731,E2F4
KIF11,E2F4
KIF14,E2F4
KIF15,E2F4
KIF20A,E2F4
KIF20B,E2F4
KIF23,E2F4
KIF2C,E2F4
KIF4A,E2F4
KIFAP3,E2F4
KIFC1,E2F4
KLC2,E2F4
KLHDC4,E2F4
KNTC1,E2F4
KPNA3,E2F4
KPNB1,E2F4
KRT7,E2F4
KTN1,E2F4
LAMA2,E2F4
LAMC1,E2F4
LAMP1,E2F4
LARP4,E2F4
LEPRE1,E2F4
LGALS3,E2F4
LIG4,E2F4
LIN9,E2F4
LLPH,E2F4
LMNB1,E2F4
LOC153684,E2F4
LOC389634,E2F4
LOC81691,E2F4
LPHN2,E2F4
LRP4,E2F4
LRRC40,E2F4
LRRC41,E2F4
LRRC42,E2F4
LRRC49,E2F4
LRRC57,E2F4
LRRC8C,E2F4
LSM3,E2F4
LYPLAL1,E2F4
MAD2L1,E2F4
MAGI3,E2F4
MAN2C1,E2F4
MAP2K1,E2F4
MAP3K5,E2F4
MAP3K6,E2F4
MAP3K7,E2F4
MAP4K5,E2F4
MAPKAPK5,E2F4
MARCKSL1,E2F4
MAS1,E2F4
MATR3,E2F4
MCL1,E2F4
MCM3,E2F4
MCM4,E2F4
MCM5,E2F4
MCM7,E2F4
MCM8,E2F4
MCOLN3,E2F4
MDC1,E2F4
MDH1,E2F4
MDM4,E2F4
MESP2,E2F4
METTL1,E2F4
METTL10,E2F4
METTL3,E2F4
METTL4,E2F4
MFAP1,E2F4
MFN2,E2F4
MIB2,E2F4
MIS12,E2F4
MIXL1,E2F4
MKI67,E2F4
MNS1,E2F4
MORN1,E2F4
MPDU1,E2F4
MRP63,E2F4
MRPL17,E2F4
MRPL21,E2F4
MRPL46,E2F4
MRPL51,E2F4
MRPS11,E2F4
MRPS21,E2F4
MSH3,E2F4
MSH5,E2F4
MTA2,E2F4
MTF2,E2F4
MTHFD1,E2F4
MTHFSD,E2F4
MVK,E2F4
MXD3,E2F4
MYC,E2F4
MYF6,E2F4
MYOD1,E2F4
NAP1L4,E2F4
NARG2,E2F4
NASP,E2F4
NCAPG2,E2F4
NCAPH,E2F4
NDC80,E2F4
NDUFC2,E2F4
NEDD4,E2F4
NEGR1,E2F4
NEK2,E2F4
NEK3,E2F4
NETO2,E2F4
NEU1,E2F4
NFE2L1,E2F4
NHLRC2,E2F4
NIF3L1,E2F4
NIT1,E2F4
NLRP6,E2F4
NOC4L,E2F4
NOL8,E2F4
NOLC1,E2F4
NPHP4,E2F4
NR2F2,E2F4
NSUN6,E2F4
NTAN1,E2F4
NUBP1,E2F4
NUCKS1,E2F4
NUDT15,E2F4
NUDT2,E2F4
NUDT21,E2F4
NUDT7,E2F4
NUDT8,E2F4
NUF2,E2F4
NUMA1,E2F4
NUP107,E2F4
NUP133,E2F4
NUP155,E2F4
NUP205,E2F4
NUP35,E2F4
NUP37,E2F4
NUP98,E2F4
NUSAP1,E2F4
NXPH4,E2F4
OAS3,E2F4
ODF2L,E2F4
OFCC1,E2F4
OGFOD2,E2F4
OIP5,E2F4
OPN3,E2F4
OR10A5,E2F4
ORMDL2,E2F4
OSBPL9,E2F4
OSGEP,E2F4
OTUB2,E2F4
OTX1,E2F4
PACS1,E2F4
PALB2,E2F4
PAN2,E2F4
PANK1,E2F4
PANK2,E2F4
PANX1,E2F4
PAQR4,E2F4
PARP1,E2F4
PARP2,E2F4
PARS2,E2F4
PBK,E2F4
PCNA,E2F4
PCNT,E2F4
PCSK7,E2F4
PDXDC1,E2F4
PDZD11,E2F4
PEG10,E2F4
PEX10,E2F4
PEX19,E2F4
PGM1,E2F4
PGRMC1,E2F4
PHTF1,E2F4
PIAS1,E2F4
PIK3AP1,E2F4
PIM1,E2F4
PKD1L2,E2F4
PLA2G15,E2F4
PLK1,E2F4
PLK4,E2F4
PLXDC1,E2F4
PMAIP1,E2F4
POLA2,E2F4
POLD1,E2F4
POLD3,E2F4
POLE2,E2F4
POU2F1,E2F4
PPFIA1,E2F4
PPP1R8,E2F4
PPP3R1,E2F4
PPRC1,E2F4
PPWD1,E2F4
PRC1,E2F4
PRDM16,E2F4
PRKAG1,E2F4
PRKCZ,E2F4
PRPF31,E2F4
PRPF39,E2F4
PRR11,E2F4
PSMA1,E2F4
PSMA3,E2F4
PSMA8,E2F4
PSMC3,E2F4
PSMD13,E2F4
PTBP1,E2F4
PTBP2,E2F4
PTCHD2,E2F4
PTPN11,E2F4
PTPN9,E2F4
PVRL1,E2F4
RAB35,E2F4
RABEP2,E2F4
RACGAP1,E2F4
RAD18,E2F4
RAD51,E2F4
RAD51AP1,E2F4
RAD52,E2F4
RAD54L,E2F4
RASA3,E2F4
RASIP1,E2F4
RASSF4,E2F4
RASSF5,E2F4
RASSF7,E2F4
RB1,E2F4
RBBP5,E2F4
RBL1,E2F4
RBL2,E2F4
RBM12B,E2F4
RBM14,E2F4
RBM15,E2F4
RBM4,E2F4
RBM4B,E2F4
RBMS1,E2F4
RCBTB2,E2F4
RCC1,E2F4
RCCD1,E2F4
RECQL,E2F4
RFC2,E2F4
RFC3,E2F4
RFC4,E2F4
RFC5,E2F4
RFWD2,E2F4
RGS6,E2F4
RHOF,E2F4
RIBC1,E2F4
RIF1,E2F4
RNASE4,E2F4
RNASEK,E2F4
RNF111,E2F4
RNF121,E2F4
RNF141,E2F4
RNF2,E2F4
RNF214,E2F4
RNF26,E2F4
RNF34,E2F4
RNF5,E2F4
RNPS1,E2F4
RPA1,E2F4
RPA2,E2F4
RPL13,E2F4
RPL26,E2F4
RPL4,E2F4
RPL41,E2F4
RPLP0,E2F4
RPP30,E2F4
RPRD2,E2F4
RPS12,E2F4
RPS13,E2F4
RPS2,E2F4
RPS20,E2F4
RPS6KA1,E2F4
RPS8,E2F4
RRM1,E2F4
RRM2,E2F4
RSBN1,E2F4
RSRC2,E2F4
RTDR1,E2F4
RTEL1,E2F4
RTKN2,E2F4
RTTN,E2F4
RUNX1,E2F4
RYR2,E2F4
S100A13,E2F4
SAE1,E2F4
SAMD8,E2F4
